,cert,fed_rssd
1385,57477,3133570
1386,30439,278872
1387,21809,252256
1388,34742,2652092
1389,34313,2605566
1390,5796,645540
1391,33510,1000100
1392,90173,738303
1393,31628,197478
1394,30313,35879
1395,25749,98717
1396,32773,128904
1397,28167,939070
1398,32277,206772
1399,982,643340
1400,20026,171133
1401,32360,643078
1402,90188,859002
1403,29846,980773
1404,58049,3347603
1405,29981,633677
1406,34489,2594419
1407,9678,845247
1408,28390,3529315
1409,57734,3320576
1410,30953,961576
1411,29065,615776
1412,12985,282824
1413,10489,609645
1414,29904,17978
1415,15259,679451
1416,16553,439356
1417,12162,998648
1418,16001,861304
1419,10185,13251
1420,57228,3068579
1421,58413,3482045
1422,14944,12656
1423,12054,137915
1424,57834,3268173
1425,58632,3706013
1426,57672,3277241
1427,4789,65858
1428,59099,5192496
1429,57293,3121072
1430,27205,1186965
1431,10716,431958
1432,13000,435059
1433,31445,239275
1434,33380,1836701
1435,34786,2730431
1436,27237,1190476
1437,27408,1356768
1438,11539,457426
1439,90270,332402
1440,31485,81175
1441,26591,115575
1442,30707,206473
1443,25858,139656
1444,10004,599643
1445,18265,145956
1446,10980,40855
1447,16629,918954
1448,1746,305433
1449,58140,3447820
1450,28262,952677
1451,8675,781028
1452,17262,961400
1453,29268,794475
1454,28401,587677
1455,26799,498531
1456,6947,292908
1457,57109,3029253
1458,26444,952172
1459,35230,2834759
1460,28914,55970
1461,23404,427858
1462,34010,2297998
1463,1299,592448
1464,1435,492650
1465,8468,507068
1466,160,613839
1467,4619,144052
1468,13366,456755
1469,10528,985451
1470,1616,686459
1471,8274,2747466
1472,12402,769334
1473,10132,805045
1474,18838,787141
1475,15064,618544
1476,20711,1002430
1477,5551,537560
1478,9378,14155
1479,12761,163857
1480,16916,937834
1481,10184,114251
1482,10967,171759
1483,14922,542153
1484,5401,259059
1485,9963,741330
1486,16897,510330
1487,30595,413673
1488,8083,682648
1489,18213,882701
1490,27806,666974
1491,30056,798277
1492,28652,618777
1493,11731,601032
1494,26856,564557
1495,57603,3184228
1496,23286,833404
1497,29357,156970
1498,29962,969974
1499,5589,377663
1500,35157,2819167
1501,924,744238
1502,9188,322757
1503,9462,176325
1504,12284,273859
1505,5716,763930
1506,2036,348720
1507,16673,22936
1508,9069,64730
1509,13046,2040
1510,8668,713926
1511,10382,672247
1512,13737,888141
1513,1331,808260
1514,34719,2667939
1515,9986,804422
1516,10469,724940
1517,15173,41245
1518,9298,863746
1519,13242,79145
1520,9340,721752
1521,13625,622653
1522,288,839817
1523,16717,792248
1524,12602,788559
1525,28478,412872
1526,13801,372640
1527,13887,446130
1528,4144,836656
1529,1895,891226
1530,15801,205243
1531,3170,555256
1532,16440,4231
1533,13415,257653
1534,1735,434539
1535,17444,984650
1536,14275,516154
1537,16810,455552
1538,5377,398051
1539,12355,472643
1540,1225,871769
1541,14024,274052
1542,1660,282226
1543,14056,266851
1544,255,201647
1545,10492,673244
1546,501,601153
1547,21728,677756
1548,15610,145741
1549,10571,388753
1550,8845,269759
1551,1599,334657
1552,11324,321330
1553,8756,864248
1554,10165,728957
1555,1901,762353
1556,13382,770451
1557,13662,411651
1558,8405,289515
1559,14445,51842
1560,22888,658924
1561,10896,672041
1562,1296,325141
1563,8661,524757
1564,2850,307062
1565,57335,3020447
1566,2429,619327
1567,17614,482156
1568,4621,984351
1569,1291,12946
1570,1027,33147
1571,12869,262741
1572,2765,46941
1573,16103,3458
1574,8267,742355
1575,8268,743950
1576,4539,303952
1577,34711,19972
1578,10514,449841
1579,15118,1002850
1580,4611,137559
1581,15928,166849
1582,18284,624648
1583,10500,380346
1584,25668,656247
1585,13025,205346
1586,18394,741844
1587,14807,774347
1588,10122,368344
1589,9122,228055
1590,16116,143859
1591,15367,461058
1592,15126,680747
1593,14344,603559
1594,14578,113441
1595,8760,208440
1596,8647,327220
1597,12107,921936
1598,5838,131717
1599,342,475354
1600,13897,757452
1601,11307,477648
1602,526,542854
1603,5797,537243
1604,12293,407850
1605,13407,875057
1606,1686,120953
1607,9295,749840
1608,19720,113030
1609,9106,507349
1610,13775,105530
1611,12855,840747
1612,879,773032
1613,6156,694771
1614,14209,1006148
1615,10458,510947
1616,16114,567736
1617,11299,856346
1618,1780,956956
1619,11133,91950
1620,10802,41937
1621,10077,860231
1622,8214,1006157
1623,10561,1007752
1624,9259,837541
1625,9354,981453
1626,13902,295646
1627,15011,554941
1628,14404,702966
1629,1929,803658
1630,10174,865852
1631,8864,899156
1632,11680,653433
1633,12758,37659
1634,11003,365950
1635,14392,382443
1636,8510,646042
1637,12858,543945
1638,14195,825847
1639,9327,653134
1640,11329,948036
1641,6149,477376
1642,31936,675079
1643,3195,450753
1644,1028,314444
1645,33005,1459717
1646,4319,321947
1647,33831,2107181
1648,29744,119872
1649,10464,640143
1650,14352,764142
1651,1380,879439
1652,57621,3202962
1653,21440,598534
1654,14251,193247
1655,20268,9357
1656,28316,255574
1657,30895,762474
1658,14382,939249
1659,33198,1516423
1660,21455,741068
1661,26451,933377
1662,29521,446176
1663,19644,848248
1664,35206,2914268
1665,30954,777375
1666,1150,55653
1667,13838,618740
1668,58741,3664588
1669,27697,837970
1670,6672,723112
1671,25158,827560
1672,31840,590976
1673,10176,88950
1674,58486,3547131
1675,35323,2880019
1676,4209,328058
1677,2595,442806
1678,2738,721949
1679,8122,391418
1680,30698,62772
1681,35245,2848756
1682,15762,321255
1683,3657,850036
1684,2240,771458
1685,14808,653648
1686,8149,101037
1687,16858,921039
1688,58593,3595682
1689,19226,786340
1690,34040,2317672
1691,26312,1883321
1692,16849,466240
1693,3121,239659
1694,15019,216922
1695,4092,280352
1696,6917,899428
1697,34116,2349459
1698,58481,3401970
1699,12229,169653
1700,16473,49652
1701,5907,875936
1702,1744,291330
1703,14885,451068
1704,9620,131436
1705,27078,550756
1706,5525,402462
1707,3973,77851
1708,14778,294564
1709,27394,1228034
1710,13946,640956
1711,33405,1862719
1712,15348,157856
1713,5438,114859
1714,18641,646444
1715,3134,749952
1716,5405,266655
1717,3335,373553
1718,5097,147857
1719,12517,806846
1720,4464,786948
1721,18431,192558
1722,5380,983055
1723,9288,312244
1724,2784,533535
1725,15580,823638
1726,17470,804338
1727,7577,432012
1728,15695,478430
1729,3702,238139
1730,17474,946461
1731,4738,332055
1732,9450,586027
1733,18592,637554
1734,9070,760939
1735,26960,758851
1736,58152,3429282
1737,14281,391959
1738,28533,419675
1739,14276,239556
1740,16501,344647
1741,4228,988452
1742,15229,537449
1743,58636,3633016
1744,57552,3177426
1745,3399,919568
1746,34966,2849463
1747,35530,2963266
1748,10637,134156
1749,34995,2726050
1750,34969,2797359
1751,19716,639549
1752,1700,999935
1753,57123,2997748
1754,57252,3075474
1755,57966,3374878
1756,5006,968744
1757,23152,541231
1758,4433,186744
1759,22502,666358
1760,21478,620752
1761,7593,978118
1762,4972,133850
1763,11228,831642
1764,34899,2765602
1765,741,978417
1766,16748,695134
1767,58644,3688548
1768,3047,587752
1769,686,881012
1770,34415,2568063
1771,58054,3404373
1772,57273,3041358
1773,57465,3153297
1774,57069,2948058
1775,34496,2332910
1776,24603,400365
1777,7468,42420
1778,33832,2107341
1779,13179,932745
1780,24353,339456
1781,34533,2596646
1782,22964,334264
1783,14904,233246
1784,13012,2353595
1785,2176,642857
1786,34047,2328137
1787,5384,993250
1788,8535,1017555
1789,11225,742542
1790,15913,371232
1791,57124,3034257
1792,30166,812379
1793,33794,2037185
1794,34887,2716828
1795,34752,2696180
1796,27211,1188772
1797,14735,837149
1798,3850,242
1799,1639,619859
1800,18204,958204
1801,58294,3470864
1802,24332,5069
1803,4028,441256
1804,17047,713140
1805,25883,759045
1806,35533,2947556
1807,4049,315656
1808,13020,170332
1809,58508,3411773
1810,4960,702836
1811,10168,217059
1812,5186,917854
1813,33131,1470150
1814,1600,276654
1815,15621,77150
1816,1487,150035
1817,12839,139843
1818,10879,894946
1819,31313,384278
1820,31077,943974
1821,29782,220974
1822,29537,387671
1823,30291,14977
1824,29047,950178
1825,30441,517674
1826,27643,207470
1827,29845,981275
1828,30422,331076
1829,31127,814074
1830,29705,346379
1831,29787,540775
1832,27678,898579
1833,29490,441470
1834,29090,623874
1835,29005,693073
1836,30812,90177
1837,31197,831875
1838,29345,80374
1839,29646,339876
1840,31409,411174
1841,29636,583071
1842,29645,399973
1843,28706,624778
1844,30058,921879
1845,29488,318974
1846,29838,144678
1847,29624,90579
1848,28405,403179
1849,31406,229070
1850,29164,828174
1851,29135,820879
1852,28635,198073
1853,28924,771878
1854,29056,613679
1855,31516,257578
1856,29690,107570
1857,28769,158376
1858,28445,346771
1859,29937,741974
1860,30315,42372
1861,28845,582971
1862,29710,110972
1863,28712,565170
1864,1122,80150
1865,31479,420877
1866,23473,106359
1867,28905,48374
1868,6600,165628
1869,19440,292234
1870,5278,840354
1871,4382,693345
1872,3066,470050
1873,29058,768074
1874,58370,3525577
1875,58532,3591282
1876,58647,3637685
1877,58208,3437148
1878,30969,966272
1879,58060,3386264
1880,14028,422433
1881,31223,716374
1882,17985,980661
1883,4457,618647
1884,4636,922157
1885,34997,2771694
1886,6354,434203
1887,34998,2877840
1888,20179,254849
1889,1900,761851
1890,18380,366658
1891,10248,236153
1892,34607,2758613
1893,1105,659855
1894,11348,845443
1895,14930,787842
1896,23376,248633
1897,18474,1492817
1898,21247,263243
1899,7404,790918
1900,14029,898850
1901,57898,3282021
1902,4365,17147
1903,27381,1222519
1904,3705,762447
1905,3709,1007846
1906,19001,770853
1907,19212,228158
1908,1970,575955
1909,5151,75053
1910,19188,691556
1911,28930,710176
1912,19349,991359
1913,8282,825454
1914,58230,3383665
1915,363,613156
1916,29617,493077
1917,22271,330239
1918,17643,823450
1919,3887,42448
1920,4111,195456
1921,4519,376442
1922,5113,371755
1923,15059,109659
1924,26219,266066
1925,4324,60648
1926,25894,944355
1927,4256,439404
1928,14712,355858
1929,26543,375566
1930,6811,979629
1931,34455,2490285
1932,14801,248455
1933,3639,32234
1934,4145,830355
1935,16130,114260
1936,2704,717513
1937,4756,183958
1938,3902,974558
1939,25738,396253
1940,4037,984258
1941,7658,1007417
1942,5575,614368
1943,14468,57040
1944,3086,75558
1945,14427,480433
1946,13853,616148
1947,4668,923350
1948,13798,844455
1949,14370,755047
1950,14836,204826
1951,4161,310950
1952,14567,412845
1953,5460,850054
1954,3999,538754
1955,13813,340443
1956,17811,855264
1957,17572,177443
1958,14400,74449
1959,5247,197759
1960,5269,805755
1961,25122,216230
1962,18282,354057
1963,17438,413141
1964,25065,47452
1965,5564,198961
1966,18564,465038
1967,23430,240954
1968,3325,369659
1969,16859,239752
1970,19070,11640
1971,33506,1892154
1972,57694,3232370
1973,26228,648550
1974,3863,251745
1975,17913,397456
1976,3217,324153
1977,18880,890050
1978,169,563233
1979,34918,2759629
1980,3269,583352
1981,18150,975555
1982,4794,614256
1983,2735,907444
1984,18895,560353
1985,4288,575834
1986,58259,3404467
1987,961,893248
1988,15763,330248
1989,3854,864846
1990,4211,525053
1991,5452,527954
1992,3720,860147
1993,26829,82033
1994,7888,379920
1995,16612,568939
1996,15572,972732
1997,11501,472616
1998,2107,347022
1999,24902,346566
2000,1049,129349
2001,19502,283737
2002,3842,145545
2003,18136,89135
2004,19263,538950
2005,3285,613950
2006,22046,714839
2007,1545,820048
2008,17872,968155
2009,25247,734538
2010,22092,450632
2011,5357,23755
2012,22282,277240
2013,21379,78241
2014,12248,576952
2015,3747,413646
2016,6800,911339
2017,4736,172158
2018,18514,712956
2019,24865,495558
2020,58745,3623969
2021,5432,208655
2022,7675,186717
2023,3440,783161
2024,2208,868956
2025,12484,75259
2026,4746,285852
2027,28396,586072
2028,33010,1459799
2029,21874,421539
2030,28859,646172
2031,3063,357553
2032,21784,262237
2033,6085,374653
2034,22549,177135
2035,4185,524953
2036,35214,2839790
2037,59017,4114567
2038,58039,3314043
2039,57967,3349241
2040,28105,660271
2041,30241,253776
2042,30358,141677
2043,29961,785473
2044,32629,67656
2045,28723,627377
2046,29809,483274
2047,22536,25647
2048,35223,2805535
2049,5633,673440
2050,9728,109154
2051,1622,322551
2052,3698,416339
2053,17120,718145
2054,5107,339353
2055,5252,861658
2056,10253,969059
2057,17001,377850
2058,1852,894544
2059,20657,670654
2060,20162,647955
2061,20646,651457
2062,58443,3555248
2063,20479,625056
2064,15767,949453
2065,18508,681043
2066,11932,819154
2067,17224,592439
2068,31928,920975
2069,18519,458544
2070,30680,59370
2071,57799,3282692
2072,34222,2491291
2073,10576,22552
2074,10055,631039
2075,31158,954671
2076,15565,382649
2077,29332,66275
2078,2700,702612
2079,2829,246134
2080,57741,3224302
2081,57910,3285246
2082,22448,522454
2083,10588,773546
2084,15271,801047
2085,18924,116554
2086,10704,498456
2087,8522,795249
2088,12149,565143
2089,19163,36933
2090,17775,719964
2091,5791,854847
2092,8500,822846
2093,13632,114840
2094,15206,264455
2095,15898,884358
2096,11634,548641
2097,18301,524766
2098,15050,10849
2099,16177,190947
2100,15032,113740
2101,5821,677448
2102,16332,899642
2103,12283,41553
2104,9879,99853
2105,15511,435750
2106,12244,488756
2107,18987,454340
2108,24498,216164
2109,17856,750154
2110,13622,151957
2111,15752,887340
2112,15364,861854
2113,16643,603755
2114,1218,407168
2115,15663,924236
2116,9437,294023
2117,16333,172859
2118,15586,744256
2119,8604,284958
2120,15321,561145
2121,16182,53752
2122,21752,965051
2123,12757,513854
2124,17950,796152
2125,15539,917050
2126,16600,497655
2127,16695,410560
2128,17639,1155
2129,14974,605656
2130,10159,144856
2131,11559,1012251
2132,14185,489548
2133,5999,325459
2134,10162,60554
2135,13868,499453
2136,8196,299251
2137,16895,88352
2138,10871,601041
2139,11904,31657
2140,10991,364850
2141,15496,5135
2142,22034,453839
2143,11181,229454
2144,11557,303653
2145,10799,698546
2146,15471,918655
2147,484,99255
2148,4440,805447
2149,12373,277053
2150,12893,654047
2151,23815,504535
2152,21805,519146
2153,11669,980438
2154,8317,597658
2155,9349,943152
2156,10243,931159
2157,8857,79257
2158,8383,997557
2159,5175,1015458
2160,9330,986159
2161,8745,967046
2162,17909,103563
2163,1168,87159
2164,16334,776369
2165,10437,413347
2166,12836,87047
2167,16162,400057
2168,2157,140634
2169,9005,189950
2170,17350,578862
2171,8831,769156
2172,12219,345756
2173,11302,426141
2174,8218,833851
2175,11922,190563
2176,17509,191935
2177,21050,250430
2178,2710,961811
2179,9978,273662
2180,10809,472148
2181,94,843542
2182,1609,222156
2183,1781,232847
2184,9770,823656
2185,19106,633341
2186,17323,707354
2187,399,514356
2188,4977,485559
2189,11935,444350
2190,3293,875758
2191,22551,688257
2192,13905,388155
2193,8333,570651
2194,5754,583138
2195,10123,84046
2196,8752,640442
2197,34778,2718596
2198,15472,1011955
2199,12769,578255
2200,4857,61122
2201,4239,509950
2202,34150,2356091
2203,7886,127224
2204,17077,259330
2205,22738,207872
2206,58201,3350658
2207,10307,234739
2208,13083,34742
2209,19123,687951
2210,31972,715470
2211,57607,3158546
2212,19742,222754
2213,254,740249
2214,11063,491224
2215,13599,631150
2216,19288,427353
2217,8663,436159
2218,14331,296456
2219,18714,288853
2220,5486,540056
2221,30387,510871
2222,3387,840363
2223,35028,2746263
2224,17478,536554
2225,4660,916857
2226,26647,932978
2227,20468,540739
2228,20488,554857
2229,14312,386450
2230,35361,2867337
2231,659,601416
2232,35218,2845755
2233,8188,83151
2234,58113,3404999
2235,32541,146672
2236,11734,979133
2237,57280,3022610
2238,13561,551016
2239,58074,3341393
2240,26340,837952
2241,22598,777441
2242,23293,279105
2243,35304,2896216
2244,26323,188430
2245,58564,959304
2246,12225,509857
2247,23764,257756
2248,2824,441434
2249,14420,805250
2250,954,617743
2251,6794,969639
2252,2759,400141
2253,16127,839255
2254,19027,562553
2255,19468,739430
2256,5005,590640
2257,17011,12030
2258,4792,209559
2259,1294,100843
2260,11306,608844
2261,17580,697231
2262,7472,239613
2263,4482,242949
2264,1426,498148
2265,57415,3141726
2266,12139,540850
2267,5229,755458
2268,15945,926632
2269,11741,927134
2270,17446,455459
2271,21090,186856
2272,19640,305750
2273,5286,111942
2274,34401,2515320
2275,9632,953535
2276,58107,3384372
2277,28530,313577
2278,18761,102557
2279,35441,2855866
2280,1821,554343
2281,12372,433859
2282,57504,3188712
2283,29188,835770
2284,27918,652977
2285,1399,751656
2286,30402,574079
2287,17937,493844
2288,19836,228000
2289,17951,491402
2290,16778,48150
2291,11792,1006652
2292,58714,3635533
2293,4031,245351
2294,10446,687830
2295,57255,3058329
2296,9669,502447
2297,58712,3729124
2298,58292,3392975
2299,57945,3345065
2300,58010,3314119
2301,17881,432058
2302,35221,2858492
2303,35276,2835103
2304,15664,629522
2305,35031,2735137
2306,57254,3051432
2307,11767,652043
2308,30519,588478
2309,14926,735049
2310,8210,72454
2311,19222,739560
2312,58090,3398623
2313,2828,244037
2314,58218,3470930
2315,35376,2911856
2316,14730,191355
2317,33922,2218443
2318,15545,33857
2319,58509,3472046
2320,58743,3627109
2321,21978,632858
2322,5510,682563
2323,26519,943853
2324,16416,125154
2325,27614,1407932
2326,7551,474919
2327,15966,900502
2328,58696,3614976
2329,999,540542
2330,32307,24378
2331,19687,987651
2332,18164,608358
2333,15306,808653
2334,27774,657271
2335,10306,136459
2336,57644,3223417
2337,8730,733540
2338,33103,1493319
2339,58678,3667132
2340,57275,3145162
2341,22366,972769
2342,32287,291273
2343,30397,451273
2344,14096,1016558
2345,16040,442011
2346,88,329345
2347,59149,5336928
2348,26333,852704
2349,5408,2750
2350,57071,3016347
2351,58523,3646397
2352,17393,37640
2353,5749,556936
2354,12113,830748
2355,30126,670775
2356,16689,734350
2357,3219,323651
2358,30788,2634191
2359,8492,617538
2360,28729,147679
2361,9244,439132
2362,7074,866000
2363,12406,750239
2364,956,566243
2365,8853,975854
2366,58263,3561771
2367,29399,250476
2368,14079,724744
2369,4673,928056
2370,57192,3025929
2371,58654,3614369
2372,58556,3593307
2373,26223,536059
2374,28735,148171
2375,58579,3602889
2376,26881,962966
2377,57585,3224375
2378,58278,3440803
2379,33124,2182786
2380,58405,3592047
2381,11699,936837
2382,8569,815053
2383,17317,850456
2384,17748,241607
2385,10639,493152
2386,30976,905673
2387,29206,839974
2388,22040,525352
2389,22065,76854
2390,31864,68671
2391,57274,3093964
2392,8842,945950
2393,57531,3148033
2394,10962,1003558
2395,3674,875132
2396,58789,3812147
2397,10816,226949
2398,32084,732178
2399,18719,918356
2400,24922,178851
2401,34812,2728661
2402,3230,333856
2403,5116,311256
2404,10998,20857
2405,15744,619457
2406,15778,361354
2407,10918,207452
2408,9417,983158
2409,15687,933340
2410,11934,404653
2411,35292,2815879
2412,29657,524579
2413,58680,3599804
2414,15146,576354
2415,505,589158
2416,34207,2482824
2417,14058,733559
2418,3762,857941
2419,8552,101738
2420,29546,572374
2421,15289,131650
2422,34138,2354323
2423,31762,518877
2424,26760,803649
2425,22653,243375
2426,57710,3268249
2427,31198,645577
2428,15255,83955
2429,15632,592644
2430,26397,326979
2431,90206,632607
2432,12661,675248
2433,27965,567679
2434,13703,295011
2435,30637,357777
2436,11347,783246
2437,8018,648130
2438,3713,715144
2439,19011,268828
2440,16495,339054
2441,28708,564678
2442,58768,3635551
2443,28670,131173
2444,19638,969255
2445,1208,112163
2446,15953,84541
2447,17767,289739
2448,10907,1009756
2449,57127,2989006
2450,29986,823076
2451,27998,727174
2452,20353,459130
2453,32974,1458608
2454,59140,5303724
2455,30388,388874
2456,226,969844
2457,35249,2853358
2458,9264,274641
2459,25093,245016
2460,28222,1008076
2461,28589,365576
2462,11113,291611
2463,8128,545846
2464,29035,888271
2465,12441,463735
2466,24170,657365
2467,58675,3793714
2468,35345,2855307
2469,10359,466857
2470,59070,40499
2471,5817,647245
2472,19101,660927
2473,31461,139478
2474,10145,456344
2475,11716,799939
2476,11415,28152
2477,9128,813059
2478,14399,170257
2479,30155,995272
2480,30039,918477
2481,26411,109574
2482,18296,915065
2483,10619,508346
2484,9035,224954
2485,9443,853112
2486,14809,604547
2487,18740,88455
2488,20369,426534
2489,35052,2800491
2490,3919,837653
2491,9007,135854
2492,25851,833758
2493,8811,780722
2494,32718,1414819
2495,29241,849076
2496,17229,97055
2497,13111,633640
2498,26372,574051
2499,29012,881478
2500,17145,666554
2501,57548,3120897
2502,18463,225942
2503,30846,628178
2504,58220,3429219
2505,8865,777254
2506,19254,901358
2507,33905,2209553
2508,34072,2349301
2509,21721,337340
2510,29577,194570
2511,57576,3199811
2512,30090,986672
2513,33119,1469677
2514,15282,499743
2515,57656,3224478
2516,20761,318947
2517,29224,912578
2518,5568,610164
2519,31345,971379
2520,34488,2536633
2521,13058,505550
2522,27752,872579
2523,22874,550635
2524,29783,479370
2525,3017,247551
2526,418,881852
2527,16111,764058
2528,31232,652070
2529,6198,681249
2530,57420,3125315
2531,26191,969424
2532,11407,750341
2533,11902,554268
2534,14650,731247
2535,34747,2710554
2536,14084,592859
2537,14073,682143
2538,19184,1454
2539,90211,673909
2540,33849,2119773
2541,2805,117038
2542,4540,908553
2543,19354,931355
2544,9080,568135
2545,21448,617275
2546,321,725741
2547,4664,840251
2548,5629,596642
2549,26271,118660
2550,29881,1015270
2551,28094,929978
2552,9196,138556
2553,8884,852357
2554,27654,804374
2555,31236,902672
2556,34652,2728746
2557,29683,105473
2558,31774,582878
2559,29476,317379
2560,28349,71073
2561,29042,796572
2562,27417,724904
2563,90040,499154
2564,6680,79127
2565,27898,612878
2566,30248,255873
2567,28246,765877
2568,26798,460770
2569,35385,932277
2570,30176,868572
2571,31723,33370
2572,966,472045
2573,9745,983550
2574,14867,653947
2575,12815,696430
2576,14492,697156
2577,17094,522669
2578,57632,3223408
2579,32459,251978
2580,11466,747051
2581,16375,300036
2582,11482,140157
2583,28667,132778
2584,32489,258771
2585,31028,788773
2586,58163,3357910
2587,26523,1004470
2588,30219,940674
2589,12781,63742
2590,35455,2897633
2591,58470,3594087
2592,19603,393953
2593,10197,156457
2594,3691,770639
2595,27677,212577
2596,31267,359472
2597,8165,815147
2598,15566,157744
2599,109,458142
2600,11236,528849
2601,4360,130541
2602,14327,663955
2603,3256,703552
2604,57411,3154780
2605,15598,877350
2606,15405,528241
2607,57776,3282852
2608,28747,447070
2609,57890,413208
2610,58188,3357620
2611,30031,646471
2612,30464,582177
2613,27884,609476
2614,18344,917555
2615,11810,475345
2616,23126,753641
2617,57990,3358270
2618,12354,467144
2619,281,211114
2620,58371,3517590
2621,28100,808176
2622,58095,3384952
2623,33845,2110640
2624,35103,2753917
2625,10788,180845
2626,34076,2339900
2627,3664,925037
2628,17399,369453
2629,3342,414858
2630,22925,956527
2631,20989,606653
2632,57379,3180136
2633,8136,648242
2634,10741,396057
2635,34728,2666400
2636,27811,636771
2637,3076,122854
2638,11462,956152
2639,24387,1015560
2640,14679,536527
2641,12506,733054
2642,9307,1001817
2643,59098,5193989
2644,27763,904171
2645,22444,189745
2646,35521,2877345
2647,22020,329550
2648,90250,272302
2649,57587,3160978
2650,15578,897451
2651,18979,26242
2652,31823,221775
2653,24516,538802
2654,27210,1187001
2655,17128,1016941
2656,25258,44433
2657,11492,209858
2658,33708,2006024
2659,19629,1001152
2660,24961,382069
2661,59093,5050028
2662,25679,230759
2663,25648,780562
2664,24823,867632
2665,31043,791072
2666,29501,277679
2667,58692,3786435
2668,4799,557858
2669,58316,3449066
2670,30121,854173
2671,28892,35570
2672,29093,809379
2673,34295,2524797
2674,19080,913753
2675,18198,407506
2676,15311,989141
2677,17347,180443
2678,14690,190648
2679,13953,982348
2680,950,734248
2681,15947,865142
2682,10497,298049
2683,15808,662949
2684,14413,651541
2685,8751,869346
2686,11349,849647
2687,18400,649342
2688,1547,202541
2689,10473,760434
2690,15593,532453
2691,1237,428462
2692,28908,45775
2693,11746,1007930
2694,29675,403870
2695,1005,74140
2696,23469,447874
2697,19977,320119
2698,16666,812436
2699,34619,2774707
2700,12514,529341
2701,13109,884442
2702,15121,112444
2703,291,1016718
2704,30492,291376
2705,8799,122153
2706,31266,360777
2707,10960,88259
2708,31083,613978
2709,16546,980531
2710,7123,306908
